plot,falltreatment,treatment,block,seedsOut,species,background,bdensity,disturbed,AVFA_seedsIn,BRHO_seedsIn,ESCA_seedsIn,LACA_seedsIn,VUMY_seedsIn
10,dry,consistentDry,C,72.3071,VUMY,Avena fatua,high,NA,297,12,15,15,12
10,dry,consistentDry,C,0,LACA,Avena fatua,high,NA,297,12,15,15,12
10,dry,consistentDry,C,10.854,BRHO,Avena fatua,high,NA,297,12,15,15,12
10,dry,consistentDry,C,0,LACA,NA,NA,NA,10,12,15,15,12
10,dry,consistentDry,C,11.5001,BRHO,NA,NA,NA,10,12,15,15,12
10,dry,consistentDry,C,17.0324,ESCA,NA,NA,NA,10,12,15,15,12
10,dry,consistentDry,C,91.1144,AVFA,NA,NA,NA,10,12,15,15,12
10,dry,consistentDry,C,174.4801,VUMY,NA,NA,NA,10,12,15,15,12
10,dry,consistentDry,C,0,AVFA,Lasthenia californica,low,NA,10,12,15,0,12
10,dry,consistentDry,C,150.9017,VUMY,Lasthenia californica,low,NA,10,12,15,0,12
10,dry,consistentDry,C,0,ESCA,Lasthenia californica,low,NA,10,12,15,0,12
10,dry,consistentDry,C,15.5057,BRHO,Lasthenia californica,low,NA,10,12,15,0,12
10,dry,consistentDry,C,133.0868,VUMY,Avena fatua,low,NA,74,12,0,15,12
10,dry,consistentDry,C,0,LACA,Avena fatua,low,NA,74,12,0,15,12
10,dry,consistentDry,C,0,BRHO,Avena fatua,low,NA,74,12,0,15,12
11,wet,controlRain,C,25.1503,VUMY,Avena fatua,high,NA,297,12,15,15,12
11,wet,controlRain,C,0,BRHO,Avena fatua,high,NA,297,12,15,15,12
11,wet,controlRain,C,0.4656,ESCA,Avena fatua,high,NA,297,12,15,15,12
11,wet,controlRain,C,0,LACA,Avena fatua,high,NA,297,12,15,15,12
11,wet,controlRain,C,0,BRHO,Lasthenia californica,low,NA,10,12,15,7745,12
11,wet,controlRain,C,9.4314,VUMY,Lasthenia californica,low,NA,10,12,15,7745,12
11,wet,controlRain,C,0,ESCA,Lasthenia californica,low,NA,10,12,15,7745,12
11,wet,controlRain,C,20.5346,AVFA,Lasthenia californica,low,NA,10,12,15,7745,12
11,wet,controlRain,C,0.4485,ESCA,Vulpia myuros,high,NA,10,12,15,15,6251
11,wet,controlRain,C,0,BRHO,Vulpia myuros,high,NA,10,12,15,15,6251
11,wet,controlRain,C,18.6922,LACA,Vulpia myuros,high,NA,10,12,15,15,6251
11,wet,controlRain,C,22.0844,AVFA,Vulpia myuros,high,NA,10,12,15,15,6251
11,wet,controlRain,C,0.8658,ESCA,Vulpia myuros,low,NA,10,12,15,15,1563
11,wet,controlRain,C,0,LACA,Vulpia myuros,low,NA,10,12,15,15,1563
11,wet,controlRain,C,0,AVFA,Vulpia myuros,low,NA,10,12,15,15,1563
11,wet,controlRain,C,14.7304,BRHO,Vulpia myuros,low,NA,10,12,15,15,1563
11,wet,controlRain,C,179.1958,VUMY,Trifolium hirtum,high,NA,10,12,15,15,12
11,wet,controlRain,C,11.6234,AVFA,Trifolium hirtum,high,NA,10,12,15,15,12
11,wet,controlRain,C,0,LACA,Trifolium hirtum,high,NA,10,12,15,15,12
11,wet,controlRain,C,20.379,BRHO,Trifolium hirtum,high,NA,10,12,15,15,12
11,wet,controlRain,C,0.4145,ESCA,Trifolium hirtum,high,NA,10,12,15,15,12
11,wet,controlRain,C,9.8799,AVFA,Bromus hordeaceus,high,NA,10,3231,15,15,12
11,wet,controlRain,C,0,VUMY,Bromus hordeaceus,high,NA,10,3231,15,15,12
11,wet,controlRain,C,0,ESCA,Bromus hordeaceus,high,NA,10,3231,15,15,12
11,wet,controlRain,C,0,LACA,Bromus hordeaceus,high,NA,10,3231,15,15,12
11,wet,controlRain,C,23.84,BRHO,Eschscholzia californica,high,NA,10,16,3179,15,12
11,wet,controlRain,C,96.6714,VUMY,Eschscholzia californica,high,NA,10,16,3179,15,12
11,wet,controlRain,C,0,AVFA,Eschscholzia californica,high,NA,10,16,3179,15,12
11,wet,controlRain,C,0,LACA,Eschscholzia californica,high,NA,10,16,3179,15,12
11,wet,controlRain,C,4.8431,AVFA,Lasthenia californica,high,NA,10,12,15,30980,12
11,wet,controlRain,C,0,VUMY,Lasthenia californica,high,NA,10,12,15,30980,12
11,wet,controlRain,C,0.1987,ESCA,Lasthenia californica,high,NA,10,12,15,30980,12
11,wet,controlRain,C,0,BRHO,Lasthenia californica,high,NA,10,12,15,30980,12
11,wet,controlRain,C,48.6245,AVFA,Trifolium hirtum,low,NA,10,12,15,15,0
11,wet,controlRain,C,0.511,ESCA,Trifolium hirtum,low,NA,10,12,15,15,0
11,wet,controlRain,C,37.0199,BRHO,Trifolium hirtum,low,NA,10,12,15,15,0
11,wet,controlRain,C,0,LACA,Trifolium hirtum,low,NA,10,12,15,15,0
11,wet,controlRain,C,13.0248,BRHO,Avena fatua,low,NA,74,12,15,15,12
11,wet,controlRain,C,0.5166,ESCA,Avena fatua,low,NA,74,12,15,15,12
11,wet,controlRain,C,0,LACA,Avena fatua,low,NA,74,12,15,15,12
11,wet,controlRain,C,50.8246,VUMY,Avena fatua,low,NA,74,12,15,15,12
11,wet,controlRain,C,1.2462,ESCA,Bromus hordeaceus,low,NA,10,808,15,15,12
11,wet,controlRain,C,0,LACA,Bromus hordeaceus,low,NA,10,808,15,15,12
11,wet,controlRain,C,11.6234,AVFA,Bromus hordeaceus,low,NA,10,808,15,15,12
11,wet,controlRain,C,53.4443,VUMY,Bromus hordeaceus,low,NA,10,808,15,15,12
11,wet,controlRain,C,0,LACA,Eschscholzia californica,low,NA,10,12,795,15,12
11,wet,controlRain,C,0,BRHO,Eschscholzia californica,low,NA,10,12,795,15,12
11,wet,controlRain,C,79.5233,AVFA,Eschscholzia californica,low,NA,10,12,795,15,12
11,wet,controlRain,C,0,VUMY,Eschscholzia californica,low,NA,10,12,795,15,12
11,wet,controlRain,C,0,LACA,NA,NA,NA,10,12,15,15,12
11,wet,controlRain,C,17.8225,AVFA,NA,NA,NA,10,12,15,15,12
11,wet,controlRain,C,40.625,BRHO,NA,NA,NA,10,12,15,15,12
11,wet,controlRain,C,160.333,VUMY,NA,NA,NA,10,12,15,15,12
11,wet,controlRain,C,0.7324,ESCA,NA,NA,NA,10,12,15,15,12
12,wet,springDry,C,0,AVFA,Lasthenia californica,low,NA,10,12,15,7745,12
12,wet,springDry,C,0,BRHO,Lasthenia californica,low,NA,10,12,15,7745,12
12,wet,springDry,C,0,VUMY,Lasthenia californica,low,NA,10,12,15,7745,12
12,wet,springDry,C,0,ESCA,Lasthenia californica,low,NA,10,12,15,7745,12
12,wet,springDry,C,30.6519,VUMY,Trifolium hirtum,high,NA,10,12,15,15,12
12,wet,springDry,C,0,ESCA,Trifolium hirtum,high,NA,10,12,15,15,12
12,wet,springDry,C,6.0082,LACA,Trifolium hirtum,high,NA,10,12,15,15,12
12,wet,springDry,C,6.5382,AVFA,Trifolium hirtum,high,NA,10,12,15,15,12
12,wet,springDry,C,9.8202,BRHO,Trifolium hirtum,high,NA,10,12,15,15,12
12,wet,springDry,C,7.9426,AVFA,Eschscholzia californica,low,NA,10,12,795,15,12
12,wet,springDry,C,2.008,BRHO,Eschscholzia californica,low,NA,10,12,795,15,12
12,wet,springDry,C,0,LACA,Eschscholzia californica,low,NA,10,12,795,15,12
12,wet,springDry,C,25.1503,VUMY,Eschscholzia californica,low,NA,10,12,795,15,12
12,wet,springDry,C,0,ESCA,Bromus hordeaceus,low,NA,10,808,15,15,12
12,wet,springDry,C,0,AVFA,Bromus hordeaceus,low,NA,10,808,15,15,12
12,wet,springDry,C,0,VUMY,Bromus hordeaceus,low,NA,10,808,15,15,12
12,wet,springDry,C,0,LACA,Bromus hordeaceus,low,NA,10,808,15,15,12
12,wet,springDry,C,3.6807,AVFA,Eschscholzia californica,high,NA,10,12,3179,15,12
12,wet,springDry,C,0,LACA,Eschscholzia californica,high,NA,10,12,3179,15,12
12,wet,springDry,C,0,BRHO,Eschscholzia californica,high,NA,10,12,3179,15,12
12,wet,springDry,C,94.3136,VUMY,Eschscholzia californica,high,NA,10,12,3179,15,12
12,wet,springDry,C,10.5095,BRHO,Avena fatua,low,NA,74,12,15,15,12
12,wet,springDry,C,34.0576,VUMY,Avena fatua,low,NA,74,12,15,15,12
12,wet,springDry,C,0.2583,ESCA,Avena fatua,low,NA,74,12,15,15,12
12,wet,springDry,C,0,LACA,Avena fatua,low,NA,74,12,15,15,12
12,wet,springDry,C,2.791,BRHO,Trifolium hirtum,low,NA,10,12,15,15,12
12,wet,springDry,C,20.4701,AVFA,Trifolium hirtum,low,NA,10,12,15,15,12
12,wet,springDry,C,0.7437,ESCA,Trifolium hirtum,low,NA,10,12,15,15,12
12,wet,springDry,C,0,LACA,Trifolium hirtum,low,NA,10,12,15,15,12
12,wet,springDry,C,0,VUMY,Trifolium hirtum,low,NA,10,12,15,15,12
12,wet,springDry,C,8.8144,AVFA,Vulpia myuros,high,NA,10,12,15,15,6251
12,wet,springDry,C,0.3596,ESCA,Vulpia myuros,high,NA,10,12,15,15,6251
12,wet,springDry,C,0,BRHO,Vulpia myuros,high,NA,10,12,15,15,6251
12,wet,springDry,C,0,LACA,Vulpia myuros,high,NA,10,12,15,15,6251
12,wet,springDry,C,0,LACA,NA,NA,NA,10,12,15,15,12
12,wet,springDry,C,279.7969,VUMY,NA,NA,NA,10,12,15,15,12
12,wet,springDry,C,17.8316,BRHO,NA,NA,NA,10,12,15,15,12
12,wet,springDry,C,28.7194,AVFA,NA,NA,NA,10,12,15,15,12
12,wet,springDry,C,4.9205,ESCA,NA,NA,NA,10,12,15,15,12
12,wet,springDry,C,2.9058,AVFA,Bromus hordeaceus,high,NA,10,3231,15,15,12
12,wet,springDry,C,25.1503,VUMY,Bromus hordeaceus,high,NA,10,3231,15,15,12
12,wet,springDry,C,0.0152,ESCA,Bromus hordeaceus,high,NA,10,3231,15,15,12
12,wet,springDry,C,2.7371,LACA,Bromus hordeaceus,high,NA,10,3231,15,15,12
12,wet,springDry,C,4.098,BRHO,Avena fatua,high,NA,297,14,15,15,12
12,wet,springDry,C,8.8026,VUMY,Avena fatua,high,NA,297,14,15,15,12
12,wet,springDry,C,0,LACA,Avena fatua,high,NA,297,14,15,15,12
12,wet,springDry,C,0.2385,ESCA,Avena fatua,high,NA,297,14,15,15,12
12,wet,springDry,C,2.0818,ESCA,Vulpia myuros,low,NA,10,12,15,15,1563
12,wet,springDry,C,5.427,BRHO,Vulpia myuros,low,NA,10,12,15,15,1563
12,wet,springDry,C,8.0395,AVFA,Vulpia myuros,low,NA,10,12,15,15,1563
12,wet,springDry,C,0,LACA,Vulpia myuros,low,NA,10,12,15,15,1563
12,wet,springDry,C,0,BRHO,Lasthenia californica,high,NA,10,12,15,30980,12
12,wet,springDry,C,0,ESCA,Lasthenia californica,high,NA,10,12,15,30980,12
12,wet,springDry,C,14.147,VUMY,Lasthenia californica,high,NA,10,12,15,30980,12
12,wet,springDry,C,0,AVFA,Lasthenia californica,high,NA,10,12,15,30980,12
13,dry,fallDry,D,6.2023,BRHO,Lasthenia californica,low,1,10,12,15,7745,12
13,dry,fallDry,D,119.4638,VUMY,Lasthenia californica,low,1,10,12,15,7745,12
13,dry,fallDry,D,112.2625,AVFA,Lasthenia californica,low,1,10,12,15,7745,12
13,dry,fallDry,D,14.3829,ESCA,Lasthenia californica,low,1,10,12,15,7745,12
13,dry,fallDry,D,0,LACA,Bromus hordeaceus,high,NA,10,3231,15,15,12
13,dry,fallDry,D,27.1697,AVFA,Bromus hordeaceus,high,NA,10,3231,15,15,12
13,dry,fallDry,D,1.9871,ESCA,Bromus hordeaceus,high,NA,10,3231,15,15,12
13,dry,fallDry,D,132.6677,VUMY,Bromus hordeaceus,high,NA,10,3231,15,15,12
13,dry,fallDry,D,4.4967,BRHO,Avena fatua,high,NA,297,12,15,15,12
13,dry,fallDry,D,304.9472,VUMY,Avena fatua,high,NA,297,12,15,15,12
13,dry,fallDry,D,0.1618,ESCA,Avena fatua,high,NA,297,12,15,15,12
13,dry,fallDry,D,0,LACA,Avena fatua,high,NA,297,12,15,15,12
13,dry,fallDry,D,182.3395,VUMY,Avena fatua,low,NA,74,12,15,15,12
13,dry,fallDry,D,17.1972,BRHO,Avena fatua,low,NA,74,12,15,15,12
13,dry,fallDry,D,0,LACA,Avena fatua,low,NA,74,12,15,15,12
13,dry,fallDry,D,5.1097,ESCA,Avena fatua,low,NA,74,12,15,15,12
13,dry,fallDry,D,180.2436,VUMY,Trifolium hirtum,high,NA,10,12,15,15,12
13,dry,fallDry,D,142.0636,AVFA,Trifolium hirtum,high,NA,10,12,15,15,12
13,dry,fallDry,D,0,LACA,Trifolium hirtum,high,NA,10,12,15,15,12
13,dry,fallDry,D,3.2172,ESCA,Trifolium hirtum,high,NA,10,12,15,15,12
13,dry,fallDry,D,6.2023,BRHO,Trifolium hirtum,high,NA,10,12,15,15,12
13,dry,fallDry,D,199.1063,VUMY,Eschscholzia californica,low,NA,10,16,795,15,12
13,dry,fallDry,D,129.7945,AVFA,Eschscholzia californica,low,NA,10,16,795,15,12
13,dry,fallDry,D,0,LACA,Eschscholzia californica,low,NA,10,16,795,15,12
13,dry,fallDry,D,35.0817,BRHO,Eschscholzia californica,low,NA,10,16,795,15,12
13,dry,fallDry,D,95.2149,AVFA,Vulpia myuros,low,NA,10,12,15,15,1563
13,dry,fallDry,D,2.0818,ESCA,Vulpia myuros,low,NA,10,12,15,15,1563
13,dry,fallDry,D,0,BRHO,Vulpia myuros,low,NA,10,12,15,15,1563
13,dry,fallDry,D,0,LACA,Vulpia myuros,low,NA,10,12,15,15,1563
13,dry,fallDry,D,64.6066,AVFA,Bromus hordeaceus,low,NA,10,808,15,15,12
13,dry,fallDry,D,0.5621,ESCA,Bromus hordeaceus,low,NA,10,808,15,15,12
13,dry,fallDry,D,212.7296,VUMY,Bromus hordeaceus,low,NA,10,808,15,15,12
13,dry,fallDry,D,0,LACA,Bromus hordeaceus,low,NA,10,808,15,15,12
13,dry,fallDry,D,7.2361,BRHO,NA,NA,NA,10,15,15,15,12
13,dry,fallDry,D,339.5288,VUMY,NA,NA,NA,10,15,15,15,12
13,dry,fallDry,D,4.9401,LACA,NA,NA,NA,10,15,15,15,12
13,dry,fallDry,D,0.7636,ESCA,NA,NA,NA,10,15,15,15,12
13,dry,fallDry,D,14.1902,AVFA,NA,NA,NA,10,15,15,15,12
13,dry,fallDry,D,518.7246,VUMY,Trifolium hirtum,low,NA,10,12,15,15,12
13,dry,fallDry,D,0,LACA,Trifolium hirtum,low,NA,10,12,15,15,12
13,dry,fallDry,D,2.4602,ESCA,Trifolium hirtum,low,NA,10,12,15,15,12
13,dry,fallDry,D,30.6238,BRHO,Trifolium hirtum,low,NA,10,12,15,15,12
13,dry,fallDry,D,28.671,AVFA,Trifolium hirtum,low,NA,10,12,15,15,12
13,dry,fallDry,D,0,LACA,Eschscholzia californica,high,NA,10,13,3179,15,12
13,dry,fallDry,D,21.5033,AVFA,Eschscholzia californica,high,NA,10,13,3179,15,12
13,dry,fallDry,D,256.7426,VUMY,Eschscholzia californica,high,NA,10,13,3179,15,12
13,dry,fallDry,D,24.5707,BRHO,Eschscholzia californica,high,NA,10,13,3179,15,12
13,dry,fallDry,D,24.4769,BRHO,Lasthenia californica,high,NA,10,14,15,30980,12
13,dry,fallDry,D,60.0057,AVFA,Lasthenia californica,high,NA,10,14,15,30980,12
13,dry,fallDry,D,543.8748,VUMY,Lasthenia californica,high,NA,10,14,15,30980,12
13,dry,fallDry,D,16.4646,ESCA,Lasthenia californica,high,NA,10,14,15,30980,12
13,dry,fallDry,D,19.7698,BRHO,Vulpia myuros,high,NA,10,12,15,15,6251
13,dry,fallDry,D,14.723,AVFA,Vulpia myuros,high,NA,10,12,15,15,6251
13,dry,fallDry,D,0.1079,ESCA,Vulpia myuros,high,NA,10,12,15,15,6251
13,dry,fallDry,D,0,LACA,Vulpia myuros,high,NA,10,12,15,15,6251
14,dry,consistentDry,D,0,LACA,Bromus hordeaceus,high,NA,10,3231,15,15,12
14,dry,consistentDry,D,1.3247,ESCA,Bromus hordeaceus,high,NA,10,3231,15,15,12
14,dry,consistentDry,D,14.9167,AVFA,Bromus hordeaceus,high,NA,10,3231,15,15,12
14,dry,consistentDry,D,146.186,VUMY,Bromus hordeaceus,high,NA,10,3231,15,15,12
14,dry,consistentDry,D,18.1454,AVFA,Bromus hordeaceus,low,NA,10,808,15,15,12
14,dry,consistentDry,D,0.7362,ESCA,Bromus hordeaceus,low,NA,10,808,15,15,12
14,dry,consistentDry,D,0,LACA,Bromus hordeaceus,low,NA,10,808,15,15,12
14,dry,consistentDry,D,504.0534,VUMY,Bromus hordeaceus,low,NA,10,808,15,15,12
14,dry,consistentDry,D,17.9866,BRHO,Avena fatua,low,1,74,12,15,15,12
14,dry,consistentDry,D,8.1444,LACA,Avena fatua,low,1,74,12,15,15,12
14,dry,consistentDry,D,2.271,ESCA,Avena fatua,low,1,74,12,15,15,12
14,dry,consistentDry,D,121.5598,VUMY,Avena fatua,low,1,74,12,15,15,12
14,dry,consistentDry,D,55.7922,AVFA,Lasthenia californica,high,NA,10,12,15,30980,12
14,dry,consistentDry,D,13.0248,BRHO,Lasthenia californica,high,NA,10,12,15,30980,12
14,dry,consistentDry,D,0.5905,ESCA,Lasthenia californica,high,NA,10,12,15,30980,12
14,dry,consistentDry,D,530.2519,VUMY,Lasthenia californica,high,NA,10,12,15,30980,12
14,dry,consistentDry,D,2.4602,ESCA,Vulpia myuros,low,NA,10,12,15,15,1563
14,dry,consistentDry,D,3.8764,BRHO,Vulpia myuros,low,NA,10,12,15,15,1563
14,dry,consistentDry,D,0,LACA,Vulpia myuros,low,NA,10,12,15,15,1563
14,dry,consistentDry,D,25.4423,AVFA,Vulpia myuros,low,NA,10,12,15,15,1563
14,dry,consistentDry,D,4.3527,ESCA,Trifolium hirtum,low,NA,10,12,15,15,12
14,dry,consistentDry,D,621.4216,VUMY,Trifolium hirtum,low,NA,10,12,15,15,12
14,dry,consistentDry,D,34.5473,AVFA,Trifolium hirtum,low,NA,10,12,15,15,12
14,dry,consistentDry,D,9.3034,BRHO,Trifolium hirtum,low,NA,10,12,15,15,12
14,dry,consistentDry,D,0,LACA,Trifolium hirtum,low,NA,10,12,15,15,12
14,dry,consistentDry,D,490.4305,VUMY,Eschscholzia californica,high,NA,10,13,3179,15,12
14,dry,consistentDry,D,29.1507,BRHO,Eschscholzia californica,high,NA,10,13,3179,15,12
14,dry,consistentDry,D,0,LACA,Eschscholzia californica,high,NA,10,13,3179,15,12
14,dry,consistentDry,D,42.4738,AVFA,Eschscholzia californica,high,NA,10,13,3179,15,12
14,dry,consistentDry,D,113.9576,AVFA,Lasthenia californica,low,NA,10,12,15,7745,12
14,dry,consistentDry,D,334.8131,VUMY,Lasthenia californica,low,NA,10,12,15,7745,12
14,dry,consistentDry,D,4.6517,BRHO,Lasthenia californica,low,NA,10,12,15,7745,12
14,dry,consistentDry,D,2.271,ESCA,Lasthenia californica,low,NA,10,12,15,7745,12
14,dry,consistentDry,D,0,LACA,Trifolium hirtum,high,NA,10,12,15,15,12
14,dry,consistentDry,D,182.3395,VUMY,Trifolium hirtum,high,NA,10,12,15,15,12
14,dry,consistentDry,D,70.7573,AVFA,Trifolium hirtum,high,NA,10,12,15,15,12
14,dry,consistentDry,D,0,BRHO,Trifolium hirtum,high,NA,10,12,15,15,12
14,dry,consistentDry,D,1.4194,ESCA,Trifolium hirtum,high,NA,10,12,15,15,12
14,dry,consistentDry,D,0,LACA,Avena fatua,high,NA,297,12,15,15,12
14,dry,consistentDry,D,132.039,VUMY,Avena fatua,high,NA,297,12,15,15,12
14,dry,consistentDry,D,0.2896,ESCA,Avena fatua,high,NA,297,12,15,15,12
14,dry,consistentDry,D,0,BRHO,Avena fatua,high,NA,297,12,15,15,12
14,dry,consistentDry,D,0,BRHO,Eschscholzia californica,low,NA,10,12,795,15,12
14,dry,consistentDry,D,80.1045,AVFA,Eschscholzia californica,low,NA,10,12,795,15,12
14,dry,consistentDry,D,90.1219,VUMY,Eschscholzia californica,low,NA,10,12,795,15,12
14,dry,consistentDry,D,0,LACA,Eschscholzia californica,low,NA,10,12,795,15,12
14,dry,consistentDry,D,0,BRHO,Vulpia myuros,high,NA,10,12,15,15,6251
14,dry,consistentDry,D,48.6245,AVFA,Vulpia myuros,high,NA,10,12,15,15,6251
14,dry,consistentDry,D,10.2807,LACA,Vulpia myuros,high,NA,10,12,15,15,6251
14,dry,consistentDry,D,3.9742,ESCA,Vulpia myuros,high,NA,10,12,15,15,6251
14,dry,consistentDry,D,641.3322,VUMY,NA,NA,NA,10,12,15,15,12
14,dry,consistentDry,D,665.245,AVFA,NA,NA,NA,10,12,15,15,12
14,dry,consistentDry,D,0,BRHO,NA,NA,NA,10,12,15,15,12
14,dry,consistentDry,D,9.8409,ESCA,NA,NA,NA,10,12,15,15,12
14,dry,consistentDry,D,0,LACA,NA,NA,NA,10,12,15,15,12
15,wet,controlRain,D,2.0027,LACA,Avena fatua,low,NA,74,12,15,15,12
15,wet,controlRain,D,6.7191,BRHO,Avena fatua,low,NA,74,12,15,15,12
15,wet,controlRain,D,0.0994,ESCA,Avena fatua,low,NA,74,12,15,15,12
15,wet,controlRain,D,20.9587,VUMY,Avena fatua,low,NA,74,12,15,15,12
15,wet,controlRain,D,0,LACA,Bromus hordeaceus,high,NA,10,3231,15,15,12
15,wet,controlRain,D,13.3611,VUMY,Bromus hordeaceus,high,NA,10,3231,15,15,12
15,wet,controlRain,D,0,ESCA,Bromus hordeaceus,high,NA,10,3231,15,15,12
15,wet,controlRain,D,4.2619,AVFA,Bromus hordeaceus,high,NA,10,3231,15,15,12
15,wet,controlRain,D,18.3391,AVFA,Eschscholzia californica,high,NA,10,12,3179,15,12
15,wet,controlRain,D,37.7254,VUMY,Eschscholzia californica,high,NA,10,12,3179,15,12
15,wet,controlRain,D,2.5843,BRHO,Eschscholzia californica,high,NA,10,12,3179,15,12
15,wet,controlRain,D,0,LACA,Eschscholzia californica,high,NA,10,12,3179,15,12
15,wet,controlRain,D,84.2534,VUMY,Avena fatua,high,NA,297,12,15,15,12
15,wet,controlRain,D,0,LACA,Avena fatua,high,NA,297,12,15,15,12
15,wet,controlRain,D,0,ESCA,Avena fatua,high,NA,297,12,15,15,12
15,wet,controlRain,D,2.455,BRHO,Avena fatua,high,NA,297,12,15,15,12
15,wet,controlRain,D,0.017,ESCA,Lasthenia californica,low,NA,10,12,15,7745,12
15,wet,controlRain,D,8.1738,VUMY,Lasthenia californica,low,NA,10,12,15,7745,12
15,wet,controlRain,D,2.5843,BRHO,Lasthenia californica,low,NA,10,12,15,7745,12
15,wet,controlRain,D,6.3929,AVFA,Lasthenia californica,low,NA,10,12,15,7745,12
15,wet,controlRain,D,0,VUMY,Eschscholzia californica,low,NA,10,12,795,15,12
15,wet,controlRain,D,6.6758,LACA,Eschscholzia californica,low,NA,10,12,795,15,12
15,wet,controlRain,D,30.9957,AVFA,Eschscholzia californica,low,NA,10,12,795,15,12
15,wet,controlRain,D,13.5675,BRHO,Eschscholzia californica,low,NA,10,12,795,15,12
15,wet,controlRain,D,27.4602,AVFA,Bromus hordeaceus,low,NA,10,808,15,15,12
15,wet,controlRain,D,0,LACA,Bromus hordeaceus,low,NA,10,808,15,15,12
15,wet,controlRain,D,18.8627,VUMY,Bromus hordeaceus,low,NA,10,808,15,15,12
15,wet,controlRain,D,0.3151,ESCA,Bromus hordeaceus,low,NA,10,808,15,15,12
15,wet,controlRain,D,0.4059,ESCA,Vulpia myuros,low,NA,10,14,15,15,1563
15,wet,controlRain,D,1.6022,LACA,Vulpia myuros,low,NA,10,14,15,15,1563
15,wet,controlRain,D,33.3204,AVFA,Vulpia myuros,low,NA,10,14,15,15,1563
15,wet,controlRain,D,4.3194,BRHO,Vulpia myuros,low,NA,10,14,15,15,1563
